timestamp,method,Problem,MSE_test,MSE_sur,MSE_clip,MSE_clip (improvement),MSE_xy_shift,MSE_xy_shift (improvement),MSE_x_shift,MSE_x_shift (improvement),MSE_y_shift,MSE_y_shift (improvement),MSE_no_clip,MSE_no_clip (improvement),IGD+_real,IGD+_sur,IGD+_clip,IGD+_clip (improvement),IGD+_xy_shift,IGD+_xy_shift (improvement),IGD+_x_shift,IGD+_x_shift (improvement),IGD+_y_shift,IGD+_y_shift (improvement),IGD+_no_clip,IGD+_no_clip (improvement),HV_sur,HV_real,HV_clip,HV_clip (improvement),HV_xy_shift,HV_xy_shift (improvement),HV_x_shift,HV_x_shift (improvement),HV_y_shift,HV_y_shift (improvement),HV_no_clip,HV_no_clip (improvement),pvalue_HV_xy_shift_vs_HV_sur
2026-07-05T15:37:04+01:00,GPR_RBF+MOEAD,dtlz3,2.686e+04±0.000e+00,2.225e+04±5.962e+03,2.225e+04±5.962e+03,0.0±0.0%,3.092e+04±1.733e+04,-37.8±56.8%,3.475e+04±1.689e+04,-57.6±58.9%,3.177e+04±1.751e+04,-42.7±58.9%,3.184e+04±1.785e+04,-41.8±58.0%,4.936e+02±1.010e+02,8.921e+02±1.354e+00,8.921e+02±1.354e+00,0.0±0.0%,7.584e+02±4.873e+01,15.0±5.4%,7.605e+02±6.207e+01,14.8±6.9%,7.528e+02±6.039e+01,15.6±6.8%,7.584e+02±4.873e+01,15.0±5.4%,0.928±0.007,1.072±0.045,0.928±0.007,0.0±0.0%,1.010±0.039,42.5±42.2%,0.991±0.068,29.8±51.5%,1.019±0.047,48.1±50.2%,1.061±0.071,33.0±93.2%,0.000
2026-07-05T15:37:36+01:00,GPR_RBF+SMS-EMOA,dtlz3,2.686e+04±0.000e+00,2.215e+04±4.971e+03,2.215e+04±4.971e+03,0.0±0.0%,3.116e+04±8.392e+03,-51.8±64.1%,3.116e+04±8.392e+03,-51.8±64.1%,3.116e+04±8.392e+03,-51.8±64.1%,3.254e+04±8.558e+03,-58.6±66.4%,4.282e+02±7.570e+01,8.912e+02±8.966e-03,8.912e+02±8.966e-03,0.0±0.0%,6.967e+02±9.285e+00,21.8±1.0%,6.967e+02±9.285e+00,21.8±1.0%,6.967e+02±9.285e+00,21.8±1.0%,6.967e+02±9.285e+00,21.8±1.0%,0.937±0.000,1.109±0.022,0.937±0.000,0.0±0.0%,1.056±0.005,70.5±10.9%,1.056±0.005,70.5±10.9%,1.056±0.005,70.5±10.9%,1.170±0.015,60.6±21.2%,0.000
2026-07-05T15:37:56+01:00,GPR_RBF+NSGA-II,dtlz4,3.887e-02±0.000e+00,7.439e-01±1.383e-01,7.284e-01±1.346e-01,2.1±0.6%,7.417e-01±1.269e-01,-0.0±2.2%,7.420e-01±1.276e-01,-0.1±2.1%,7.429e-01±1.279e-01,-0.2±2.1%,7.572e-01±1.307e-01,-2.1±2.1%,3.810e-01±8.985e-02,1.800e-01±1.925e-03,1.800e-01±1.925e-03,0.0±0.0%,1.516e-01±1.155e-02,15.8±6.5%,1.535e-01±1.709e-02,14.7±9.6%,1.479e-01±4.166e-03,17.8±2.2%,1.516e-01±1.155e-02,15.8±6.5%,0.998±0.002,0.972±0.038,0.932±0.001,-353.7±580.5%,0.956±0.010,-236.2±541.0%,0.954±0.014,-253.7±562.1%,0.959±0.004,-178.5±379.5%,1.024±0.011,-105.2±123.0%,0.000
2026-07-05T15:38:19+01:00,GPR_RBF+Dual-Ranking+NSGA-II,dtlz4,3.887e-02±0.000e+00,6.080e-01±1.149e-01,5.945e-01±1.141e-01,2.3±0.6%,6.080e-01±1.080e-01,-0.2±2.0%,6.071e-01±1.073e-01,-0.1±2.2%,6.090e-01±1.091e-01,-0.4±2.0%,6.214e-01±1.089e-01,-2.5±2.2%,4.241e-01±1.116e-01,1.805e-01±2.312e-03,1.805e-01±2.312e-03,0.0±0.0%,1.487e-01±7.114e-03,17.6±3.7%,1.499e-01±1.311e-02,17.0±7.1%,1.476e-01±3.772e-03,18.2±1.7%,1.487e-01±7.114e-03,17.6±3.7%,0.996±0.002,0.949±0.055,0.931±0.001,-92.3±278.8%,0.958±0.006,-6.4±159.3%,0.957±0.011,-5.7±159.6%,0.959±0.004,-7.1±159.1%,1.025±0.007,-99.0±121.6%,0.000
2026-07-05T15:38:59+01:00,GPR_RBF+MOEAD,dtlz4,3.887e-02±0.000e+00,5.874e-01±4.373e-01,5.797e-01±4.342e-01,2.5±3.6%,5.807e-01±4.190e-01,-0.6±5.6%,5.807e-01±4.190e-01,-0.6±5.6%,5.807e-01±4.190e-01,-0.6±5.6%,5.884e-01±4.221e-01,-3.1±6.4%,4.216e-01±1.577e-01,3.015e-01±7.137e-02,3.015e-01±7.137e-02,0.0±0.0%,2.567e-01±7.307e-02,15.8±5.1%,2.567e-01±7.307e-02,15.8±5.1%,2.567e-01±7.307e-02,15.8±5.1%,2.567e-01±7.307e-02,15.8±5.1%,0.909±0.033,0.884±0.100,0.874±0.032,-50.2±186.5%,0.900±0.039,-27.9±79.8%,0.900±0.039,-27.9±79.8%,0.900±0.039,-27.9±79.8%,0.936±0.039,-55.6±155.1%,0.031
2026-07-05T15:39:26+01:00,GPR_RBF+SMS-EMOA,dtlz4,3.887e-02±0.000e+00,4.533e-01±1.463e-01,4.399e-01±1.457e-01,3.4±1.8%,4.645e-01±1.457e-01,-2.5±2.8%,4.645e-01±1.457e-01,-2.5±2.8%,4.645e-01±1.457e-01,-2.5±2.8%,4.779e-01±1.462e-01,-6.0±2.7%,4.035e-01±9.517e-02,1.890e-01±8.121e-03,1.890e-01±8.121e-03,0.0±0.0%,1.588e-01±1.035e-02,16.0±2.7%,1.588e-01±1.035e-02,16.0±2.7%,1.588e-01±1.035e-02,16.0±2.7%,1.588e-01±1.035e-02,16.0±2.7%,0.991±0.006,0.924±0.067,0.925±0.006,-28.2±182.1%,0.950±0.009,2.7±124.8%,0.950±0.009,2.7±124.8%,0.950±0.009,2.7±124.8%,1.018±0.009,-34.8±38.7%,0.000
2026-07-05T15:39:48+01:00,GPR_RBF+NSGA-II,dtlz5,2.781e-02±1.041e-17,4.879e-02±2.141e-02,4.838e-02±2.141e-02,1.0±0.5%,4.766e-02±2.155e-02,0.5±24.8%,4.137e-02±1.983e-02,11.3±32.2%,5.513e-02±2.583e-02,-14.5±31.4%,4.821e-02±2.157e-02,-1.0±25.8%,5.146e-01±8.027e-02,4.910e-01±4.043e-04,4.910e-01±4.043e-04,0.0±0.0%,4.918e-01±3.569e-02,-0.2±7.3%,5.218e-01±5.322e-02,-6.3±10.8%,4.654e-01±4.078e-02,5.2±8.3%,4.918e-01±3.569e-02,-0.2±7.3%,1.002±0.000,0.928±0.031,0.958±0.000,44.9±85.0%,0.958±0.012,39.7±78.2%,0.947±0.018,47.4±83.4%,0.967±0.013,31.1±75.8%,1.003±0.023,-8.1±48.2%,0.000
2026-07-05T15:40:11+01:00,GPR_RBF+Dual-Ranking+NSGA-II,dtlz5,2.781e-02±1.041e-17,3.957e-02±2.213e-02,3.911e-02±2.210e-02,1.6±1.1%,3.696e-02±2.148e-02,4.5±27.7%,3.002e-02±1.969e-02,20.9±35.7%,4.783e-02±2.903e-02,-22.4±37.9%,3.753e-02±2.145e-02,1.9±29.9%,5.071e-01±8.031e-02,4.914e-01±4.118e-04,4.914e-01±4.118e-04,0.0±0.0%,4.963e-01±3.208e-02,-1.0±6.5%,5.337e-01±5.298e-02,-8.6±10.8%,4.568e-01±4.380e-02,7.0±8.9%,4.963e-01±3.208e-02,-1.0±6.5%,1.001±0.000,0.936±0.031,0.958±0.000,58.3±30.7%,0.957±0.010,55.6±30.6%,0.944±0.018,53.4±36.9%,0.970±0.014,41.9±27.0%,1.000±0.020,-1.4±51.1%,0.000
2026-07-05T15:40:53+01:00,GPR_RBF+MOEAD,dtlz5,2.781e-02±1.041e-17,2.989e-02±1.948e-02,2.943e-02±1.948e-02,2.3±1.8%,3.536e-02±2.256e-02,-24.3±35.5%,4.020e-02±2.393e-02,-41.5±48.0%,3.323e-02±2.338e-02,-21.0±53.1%,3.646e-02±2.271e-02,-29.8±39.4%,5.074e-01±9.567e-02,4.955e-01±4.470e-03,4.955e-01±4.470e-03,0.0±0.0%,4.725e-01±4.579e-02,4.7±9.0%,4.495e-01±6.249e-02,9.3±12.3%,4.954e-01±5.523e-02,0.0±10.9%,4.725e-01±4.579e-02,4.7±9.0%,0.981±0.011,0.920±0.039,0.954±0.003,-174.2±783.0%,0.960±0.017,-140.0±573.7%,0.968±0.023,-26.0±153.3%,0.950±0.021,-258.3±1053.1%,0.995±0.031,-142.9±513.4%,0.000
2026-07-05T15:41:27+01:00,GPR_RBF+SMS-EMOA,dtlz5,2.781e-02±1.041e-17,6.094e-02±2.659e-02,6.061e-02±2.659e-02,0.7±0.3%,5.662e-02±2.663e-02,8.0±12.7%,4.435e-02±2.534e-02,28.1±21.3%,6.915e-02±3.093e-02,-13.8±25.1%,5.691e-02±2.665e-02,7.4±12.8%,5.574e-01±7.518e-02,4.899e-01±2.351e-04,4.899e-01±2.351e-04,0.0±0.0%,5.030e-01±2.189e-02,-2.7±4.5%,5.498e-01±3.113e-02,-12.2±6.3%,4.656e-01±4.033e-02,5.0±8.2%,5.030e-01±2.189e-02,-2.7±4.5%,1.003±0.000,0.913±0.031,0.959±0.000,50.9±15.1%,0.955±0.007,56.3±19.6%,0.939±0.010,69.8±17.8%,0.968±0.013,42.6±20.8%,0.995±0.013,9.8±17.0%,0.000
2026-07-05T15:41:53+01:00,GPR_RBF+NSGA-II,dtlz6,1.062e-02±3.469e-18,1.702e+00±2.521e-01,1.701e+00±2.523e-01,0.1±0.0%,1.701e+00±2.523e-01,0.1±0.0%,1.701e+00±2.523e-01,0.1±0.0%,1.701e+00±2.523e-01,0.1±0.0%,1.702e+00±2.521e-01,-0.0±0.0%,4.295e+00±1.625e-01,6.366e+00±5.942e-03,6.366e+00±5.942e-03,0.0±0.0%,6.366e+00±5.942e-03,-0.0±0.0%,6.366e+00±5.942e-03,-0.0±0.0%,6.366e+00±5.942e-03,-0.0±0.0%,6.366e+00±5.942e-03,-0.0±0.0%,0.758±0.002,0.962±0.015,0.745±0.000,-6.6±1.1%,0.745±0.000,-6.6±1.1%,0.745±0.000,-6.6±1.1%,0.745±0.000,-6.6±1.1%,0.758±0.002,-0.0±0.0%,0.000
2026-07-05T15:42:19+01:00,GPR_RBF+Dual-Ranking+NSGA-II,dtlz6,1.062e-02±3.469e-18,6.878e-01±1.254e-01,6.855e-01±1.255e-01,0.3±0.1%,6.855e-01±1.255e-01,0.3±0.1%,6.855e-01±1.255e-01,0.3±0.1%,6.855e-01±1.255e-01,0.3±0.1%,6.878e-01±1.254e-01,-0.0±0.0%,4.946e+00±1.525e-01,6.398e+00±1.001e-02,6.398e+00±1.001e-02,0.0±0.0%,6.398e+00±1.001e-02,-0.0±0.0%,6.398e+00±1.001e-02,-0.0±0.0%,6.398e+00±1.001e-02,0.0±0.0%,6.398e+00±1.001e-02,-0.0±0.0%,0.753±0.002,0.896±0.014,0.740±0.001,-8.9±1.3%,0.740±0.001,-8.9±1.3%,0.740±0.001,-8.9±1.3%,0.740±0.001,-8.9±1.3%,0.753±0.002,-0.0±0.0%,0.000
